MAC-Adresse,Distanz (cm)
0x0001,401
0x0001,400
0x0001,406
0x0001,408
0x0001,404
0x0001,410
0x0001,402
0x0001,393
0x0001,391
0x0001,439
0x0001,438
0x0001,452
0x0001,425
0x0001,395
0x0001,393
0x0001,399
0x0001,396
0x0001,395
0x0001,397
0x0001,395
0x0001,399
0x0001,409
0x0001,399
0x0001,403
0x0001,394
0x0001,398
0x0001,400
0x0001,398
0x0001,403
0x0001,400
0x0001,399
0x0001,396
0x0001,404
0x0001,407
0x0001,399
0x0001,404
